account_id,est
100005598,-0.904881061263226
10001212,-1.06533047088758
100022411,1.31660801001649
100024370,-0.718141116135718
1000305042,1.29367620013842
100036590,-0.644272233656409
100038301,-0.718193105535587
1000603123,-0.876260243124901
1000678674,0.059388188230658
10007262,-1.03058423565623
100081485,-0.493891845805893
10008762,0.27658086603171
1000968684,-1.08152794842792
100136358,-1.14065276716427
100142075,0.81161349330513
100144251,-0.896831144234345
100182054,0.173540028896715
1001929386,0.918264730982426
1001992369,1.31326420613426
100201871,-1.06876360645911
1002229429,-0.430961131084669
1002335324,-0.930715375025969
100250921,-0.648109358755907
1002668988,-0.882801211374759
100267308,-0.462063944121623
100269413,-1.07254706444124
100284251,1.32233330596942
100285548,-0.224180635082137
1003088839,1.28415008238995
1003130904,-1.01067189342762
1003173584,-1.06228029209136
100323796,-0.682442149235789
100332944,0.97160592792752
100337625,1.25634623899911
100338010,1.32000109731831
100341842,-1.17707844138801
100341859,-0.729370311095333
1003566697,-1.01805106864084
100366853,1.24599684022611
100366906,-1.16030726904549
100377279,-0.977171017494827
1003824642,1.26073049923021
100383930,1.15004816885041
10038642,-1.16126645842907
1004070072,1.26664497748636
100411358,1.20495813782
1004127458,1.14952680284132
100413913,-0.0001005722755085
1004143693,-1.03409539143049
100421516,-0.996205656932734
1004244764,1.20838496364425
1004245488,1.32248153240707
1004306197,-1.04568420498999
1004387720,1.24680521221615
1004449639,-1.01653361440003
1004484211,-0.447484731496057
100453107,-0.938505350163379
1004554363,1.25716479879233
1004623333,-0.233669810338868
1004671441,0.9395457160271
100467866,-0.746768848187913
100507316,-0.836207774697627
1005118766,-0.832761100630947
1005126732,1.14030759203086
100531396,-1.0562644551833
100533307,1.05661578697692
100536539,-1.01932270929488
1005403578,0.586950070385836
100547413,1.23848668460136
1005675566,-1.0542365653199
100597465,-0.680428132857129
100600292,1.28987438808951
100603066,-0.899608688318316
100637766,-1.13324590281979
100653823,-1.02943999427404
100656954,-0.822441094782214
1006669717,1.30523803728714
100675178,-0.939630305524762
100678690,-0.944817400435584
1006788768,-0.902758475012849
1006798741,1.28345294265529
100683705,-0.352751145342278
10069612,-0.964998231576485
100701580,-0.944191242695266
1007064734,1.35934711988994
1007085582,1.09102261734025
1007173664,-1.006238374328
1007247589,1.27612905925726
1007656933,-1.12244289493051
100789370,0.628615793724253
100789993,-0.704828270257604
1007989800,-0.95493001359209
100806575,1.28908464035344
1008313909,0.0868303804560839
100833550,-1.0665930831205
100838706,-0.974783181831378
10084232,1.29001709982486
1008492163,1.21201179223009
